,Label,Text,ppData
3471,0,"I think IÛ÷m waiting for the same bus! Inform me when you get there, if you ever get there.",I think I wait bus Inform get ever get
3472,0,You getting back any time soon?,You get back time soon
3473,0,", how's things? Just a quick question.",thing Just quick question
3474,0,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",Night end another day morning come special way May smile like sunny ray leave worry blue blue bay Gud mrng
3475,0,"I can probably come by, everybody's done around  &lt;#&gt;  right?",I probably come everybody do around lt gt right
3476,0,I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.,I get new year co yetunde say want surprise didnt see money return mid january lt gt day return period end
3477,0,I can ask around but there's not a lot in terms of mids up here,I ask around lot term mids
3478,0,Be sure to check your yahoo email. We sent photos yesterday,Be sure check yahoo email We send photo yesterday
3479,0,What was she looking for?,What look
3480,0,Wherre's my boytoy ? :-(,Wherre boytoy
3481,1,Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow,Do want NEW video phone750 anytime network mins 150 text five pound per week call 08000776320 reply delivery tomorrow
3482,0,"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*",Hello love How go day I wish well fine babe hope find job prospect I miss boytoy teasing kiss
3483,0,Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.,Tell bad character u Dnt lik I try change lt gt I add tat 2 new year resolution Waiting ur reply Be frank good morning
3484,0,No:-)i got rumour that you going to buy apartment in chennai:-),No get rumour go buy apartment chennai
3485,0,"Yeah, probably earlier than that",Yeah probably earlier
3486,0,Change windows logoff sound..,Change windows logoff sound
3487,0,Still i have not checked it da. . .,Still check da
3488,0,I'm also came to room.,I also come room
3489,0,Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...  ,Huh get lesson 4 lei n thinkin go sch early n tot parkin kent vale
3490,0,Ok.,Ok
3491,0,I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free,I reach office around lt DECIMAL gt amp mobile problem You cann get voice So call asa free
3492,0,"Cool, text me when you head out",Cool text head
3493,1,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P",You contact date service someone know To find call land line 09050000878 PoBox45W2TG150P
3494,1,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",Wan2 win Meet Greet Westlife 4 U m8 They currently tour 1 Unbreakable 2 Untamed 3 Unkempt Text 1 2 3 83049 Cost 50p std text
3495,0,Happy birthday... May u find ur prince charming soon n dun work too hard...,Happy birthday May u find ur prince charm soon n dun work hard
3496,0,"Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served",Oh grand bit party mention cover charge probably first come first serve
3497,0,You said to me before i went back to bed that you can't sleep for anything.,You say go back bed sleep anything
3498,0,I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX,I hope arnt piss id would really like see tomorrow Love xxxxxxxxxxxxxX
3499,1,Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,Dorothy kiefer com Bank Granite issue Strong Buy EXPLOSIVE PICK FOR OUR MEMBERS UP OVER 300 Nasdaq Symbol CDGT That 5 00 per
3500,0,says the  &lt;#&gt;  year old with a man and money. I'm down to my last  &lt;#&gt; . Still waiting for that check.,say lt gt year old man money I last lt gt Still wait check
3501,0,I will come to ur home now,I come ur home
3502,0,Free any day but i finish at 6 on mon n thurs...,Free day finish 6 mon n thurs
3503,0,Will you be here for food,Will food
3504,0,"life alle mone,eppolum oru pole allalo",life alle mone eppolum oru pole allalo
3505,0,Nite...,Nite
3506,0,Two fundamentals of cool life: \Walk,Two fundamental cool life Walk
3507,0,"Camera quite good, 10.1mega pixels, 3optical and 5digital dooms. Have a lovely holiday, be safe and i hope you hav a good journey! Happy new year to you both! See you in a couple of weeks! ",Camera quite good 10 1mega pixel 3optical 5digital doom Have lovely holiday safe hope hav good journey Happy new year See couple week
3508,0,Hi Petey!noiåÕm ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x,Hi Petey noi ok want 2 chat coz avent speak 2 u 4 long time hope ur doin alrite good nit j love ya x
3509,0,I just saw ron burgundy captaining a party boat so yeah,I saw ron burgundy captain party boat yeah
3510,0,I'm serious. You are in the money base,I serious You money base
3511,0,Already one guy loving you:-.,Already one guy loving
3512,0,Staff of placement training in Amrita college.,Staff placement training Amrita college
3513,0,I always chat with you. In fact i need money can you raise me?,I always chat In fact need money raise
3514,0,I'm job profile seems like bpo..,I job profile seem like bpo
3515,0,"Well, I was about to give up cos they all said no they didnÛ÷t do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?",Well I give co say one nighters I persevere find one cheap apologise advance It somewhere sleep isnt
3516,0,"So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc.",So think actually talk Not call bos morning I go place last year tell could go get car fix cheaper He keep tell today much hop would come back always regret get number etc
3517,0,Are you willing to go for apps class.,Are willing go apps class
3518,0,Hanging out with my brother and his family,Hanging brother family
3519,0,No it will reach by 9 only. She telling she will be there. I dont know,No reach 9 She tell I dont know
3520,0,Hey... are you going to quit soon? Xuhui and i working till end of the month ,Hey go quit soon Xuhui work till end month
3521,0,"Im sorry bout last nite it wasnåÕt ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx",Im sorry bout last nite ur fault spouse pmt sumthin U 4give I think u shldxxxx
3522,0,Try neva mate!!,Try neva mate
3523,0,Yeah that'd pretty much be the best case scenario,Yeah pretty much best case scenario
3524,0,I not free today i haf 2 pick my parents up tonite...,I free today haf 2 pick parent tonite
3525,0,\HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY,HEY BABE FAR 2 SPUN OUT 2 SPK AT DA MO DEAD 2 DA WRLD BEEN SLEEPING ON DA SOFA ALL DAY
3526,0,Should i send you naughty pix? :),Should send naughty pix
3527,1,"You are a å£1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE",You 1000 winner Guaranteed Caller Prize Final attempt contact To Claim Call 09071517866 Now 150ppmPOBox10183BhamB64XE
3528,1,"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!",Xmas New Years Eve ticket sale club day 10am till 8pm Thurs Fri Sat night week They sell fast
3529,0,"Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?",Tyler get 8th leave long 9 get like hour
3530,0,Prepare to be pounded every night...,Prepare pound every night
3531,0,"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later.",Actually mobile full msg And work online need send lt gt send msg wil explain u later
3532,0,"Sorry, I'll call later",Sorry I call later
3533,0,Good evening! How are you?,Good evening How
3534,0,I'm at home. Please call,I home Please call
3535,0,Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...,Oic cos n si get lunch today dad go So dunno whether 2 eat sch wat
3536,0,"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*",Mmmmm It sooooo good wake word morning Love Mmmm fuck I love Lion devour kiss across sea
3537,0,We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.,We pleased inform application Airtel Broadband process successfully Your installation happen within 3 day
3538,0,What happen dear. Why you silent. I am tensed,What happen dear Why silent I tensed
3539,0,"I'll get there at 3, unless you guys want me to come some time sooner",I get 3 unless guy want come time sooner
3540,0,If you are not coughing then its nothing,If cough nothing
3541,0,ÌÏ come lt 25 n pass to me lar,come lt 25 n pas lar
3542,0,I'm e person who's doing e sms survey...,I e person e sm survey
3543,0,Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow,Lol ok ill try send Be warn Sprint dead slow You prolly get tomorrow
3544,0,Thank You meet you monday,Thank You meet monday
3545,0,SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK åÔMORROW. C U THIS WK? WHO WAS THE MSG 4? åÐ RANDOM!,SO IS TH GOWER MATE WHICH IS WHERE I AM HOW R U MAN ALL IS GOOD IN WALES ILL B BACK MORROW C U THIS WK WHO WAS THE MSG 4 RANDOM
3546,1,"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel",Rock yr chik Get 100 filthy film XXX pic yr phone rply FILTH 69669 Saristar Ltd E14 9YT 08701752560 450p per 5 day Stop2 cancel
3547,0,"Single line with a big meaning::::: \Miss anything 4 ur \""Best Life\"" but",Single line big meaning Miss anything 4 ur Best Life
3548,0,"I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like",I get like lt gt I get later though Get whatever feel like
3549,0,"Dad wanted to talk about the apartment so I got a late start, omw now",Dad want talk apartment I get late start omw
3550,0,I love you both too :-),I love
3551,0,Lol u still feeling sick?,Lol u still feel sick
3552,0,Din i tell u jus now 420,Din tell u jus 420
3553,0,am up to my eyes in philosophy,eye philosophy
3554,1,From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost å£1.50 min MobcudB more,From next month get upto 50 More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3 net 1st4Terms PoBox84 M26 3UZ Cost 1 50 min MobcudB
3555,0,Ok lor. I'm in town now lei.,Ok lor I town lei
3556,0,I had it already..sabarish asked me to go..,I already sabarish ask go
3557,0,No da. . Vijay going to talk in jaya tv,No da Vijay go talk jaya tv
3558,1,URGENT! We are trying to contact U Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm,URGENT We try contact U Todays draw show 800 prize GUARANTEED Call 09050000460 land line Claim J89 po box245c2150pm
3559,0,Lol I know! Hey someone did a great inpersonation of flea on the forums. I love it!,Lol I know Hey someone great inpersonation flea forum I love
3560,1,Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX,Text BANNEDUK 89555 see cost 150p textoperator g696ga 18 XXX
3561,0,Still chance there. If you search hard you will get it..let have a try :),Still chance If search hard get let try
3562,1,"Auction round 4. The highest bid is now å£54. Next maximum bid is å£71. To bid, send BIDS e. g. 10 (to bid å£10) to 83383. Good luck.",Auction round 4 The high bid 54 Next maximum bid 71 To bid send BIDS e g 10 bid 10 83383 Good luck
3563,0,Do you always celebrate NY's with your family ?,Do always celebrate NY family
3564,0,"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her  &lt;#&gt; th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-",We know TAJ MAHAL symbol love But less know fact 1 Mumtaz Shahjahan 4th wife 7 wife 2 Shahjahan kill Mumtaz husband marry 3 Mumtaz die lt gt th delivery 4 He marry Mumtaz sister Question arise Hell LOVE The Great Hari
3565,0,Its ok..come to my home it vl nice to meet and v can chat..,Its ok come home vl nice meet v chat
3566,1,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + å£200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com,Collect VALENTINE S weekend PARIS inc Flight Hotel 200 Prize guarantee Text PARIS No 69101 www rtf sphosting com
3567,0,Sent me de webadres for geting salary slip,Sent de webadres get salary slip
3568,0,She's fine. Sends her greetings,She fine Sends greeting
3569,1,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY å£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,Customer Loyalty Offer The NEW Nokia6650 Mobile ONLY 10 TXTAUCTION Txt word START No 81151 get Now 4T Ctxt TC 150p MTmsg
3570,0,But you dint in touch with me.,But dint touch
3571,0,"Yup, leaving right now, be back soon",Yup leave right back soon
3572,1,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,You believe true It Incredible Txts Reply G learn truly amazing thing blow mind From O2FWD 18p txt
3573,0,Yeah sure I'll leave in a min,Yeah sure I leave min
3574,0,And do you have any one that can teach me how to ship cars.,And one teach ship car
3575,0,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",The sign maturity start say big thing But actually start understand small thing HAVE A NICE EVENING BSLVYL
3576,0,Yeah confirmed for you staying at  that weekend,Yeah confirm stay weekend
3577,0,They said Ì_ dun haf passport or smth like dat.. Or Ì_ juz send to my email account..  ,They say dun haf passport smth like dat Or juz send email account
3578,0,"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you.",Multiply number independently count decimal point division push decimal place like show
3579,0,"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning",Have lovely night wake see message hope smile know Have great morning
3580,0,Ard 4 lor...,Ard 4 lor
3581,0,You are right. Meanwhile how's project twins comin up,You right Meanwhile project twin comin
3582,0,I sent your maga that money yesterday oh.,I send maga money yesterday oh
3583,1,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY å£10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,Hi 07734396839 IBH Customer Loyalty Offer The NEW NOKIA6600 Mobile ONLY 10 TXTAUCTION Txt word START No 81151 get Yours Now 4T
3584,0,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,Heart empty without love Mind empty without wisdom Eyes r empty without dream amp Life empty without frnds So Alwys Be In Touch Good night amp sweet dream
3585,1,I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end,I hot n horny willing I live local text reply hear strt back 150p per msg Netcollex LtdHelpDesk 02085076972 reply Stop end
3586,0,Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).,Our ride equally uneventful many pesky cyclist around time night
3587,0,If you were/are free i can give. Otherwise nalla adi entey nattil kittum,If free give Otherwise nalla adi entey nattil kittum
3588,0,I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.,I sent wife text After buy tell So relax We go get wkend
3589,0,I am in escape theatre now. . Going to watch KAVALAN in a few minutes,I escape theatre Going watch KAVALAN minute
3590,0,How much would it cost to hire a hitman,How much would cost hire hitman
3591,0,I anything lor...,I anything lor
3592,0,"Sorry, I'll call later",Sorry I call later
3593,1,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705,Do want New Nokia 3510i Colour Phone Delivered Tomorrow With 200 FREE minute mobile 100 FREE text FREE camcorder Reply Call 08000930705
3594,0,Huh but i cant go 2 ur house empty handed right?,Huh cant go 2 ur house empty hand right
3595,0,Good morning princess! Happy New Year!,Good morning princess Happy New Year
3596,1,Congratulations YOU'VE Won. You're a Winner in our August å£1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.,Congratulations YOU VE Won You Winner August 1000 Prize Draw Call 09066660100 NOW Prize Code 2309
3597,0,"Aight, we'll head out in a few",Aight head
3598,0,Then wat r u doing now? Busy wif work?,Then wat r u Busy wif work
3599,0,I know you mood off today,I know mood today
3600,0,"Jay told me already, will do",Jay tell already
3601,0,Cps is causing the outages to conserve energy.,Cps cause outage conserve energy
3602,0,"I'm not sure, I was just checking out what was happening around the area",I sure I check happen around area
3603,0,Hey morning what you come to ask:-) pa...,Hey morning come ask pa
3604,0,Jordan got voted out last nite!,Jordan get vote last nite
3605,0,"That means you got an A in epi, she.s fine. She.s here now.",That mean get A epi fine She
3606,0,I have no idea where you are,I idea
3607,0,Pls come quick cant bare this.,Pls come quick cant bare
3608,0,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,Joy father John Then John Joy father If u an ths hav lt gt IQ Tis IAS question try answer
3609,0,"Call me. I m unable to cal. Lets meet bhaskar, and deep",Call I unable cal Lets meet bhaskar deep
3610,0,No. I.ll meet you in the library,No I meet library
3611,0,"K, my roommate also wants a dubsack and another friend may also want some so plan on bringing extra, I'll tell you when they know for sure",K roommate also want dubsack another friend may also want plan bring extra I tell know sure
3612,0,Depends on individual lor e hair dresser say pretty but my parents say look gong. U kaypoh.. I also dunno wat she collecting.,Depends individual lor e hair dresser say pretty parent say look gong U kaypoh I also dunno wat collect
3613,0,Ok c Ì_ then.,Ok c
3614,0,I enjoy watching and playing football and basketball. Anything outdoors. And you?,I enjoy watch play football basketball Anything outdoors And
3615,0,"Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb",Can please ask macho price range want something new used plus interfued blackberry bold lt gt bb
3616,0,Sorry sent blank msg again. Yup but trying 2 do some serious studying now.,Sorry send blank msg Yup try 2 serious studying
3617,0,Hey check it da. I have listed da.,Hey check da I list da
3618,1,8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity ,8007 25p 4 Alfie Moon Children Need song ur mob Tell ur m8s Txt TONE CHARITY 8007 nokias POLY CHARITY polys zed 08701417012 profit 2 charity
3619,0,I meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night,I mean apology texting get drug lt gt night
3620,0,That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.,That mean february april get place stay hustle back forth audition season since sister move away harlem
3621,0,Goin to workout lor... Muz lose e fats... ,Goin workout lor Muz lose e fat
3622,0,"Damn, poor zac doesn't stand a chance",Damn poor zac stand chance
3623,0,No message..no responce..what happend?,No message responce happend
3624,0,I want to tel u one thing u should not mistake me k THIS IS THE MESSAGE THAT YOU SENT:),I want tel u one thing u mistake k THIS IS THE MESSAGE THAT YOU SENT
3625,0,Yeah right! I'll bring my tape measure fri!,Yeah right I bring tape measure fri
3626,0,Still chance there. If you search hard you will get it..let have a try :),Still chance If search hard get let try
3627,0,Meeting u is my work. . . Tel me when shall i do my work tomorrow,Meeting u work Tel shall work tomorrow
3628,0,Should I head straight there or what,Should I head straight
3629,1,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX å£1.50,Get official ENGLAND poly ringtone colour flag yer mobile tonight game Text TONE FLAG 84199 Optout txt ENG STOP Box39822 W111WX 1 50
3630,0,Thank you princess! You are so sexy...,Thank princess You sexy
3631,0,Oooh I got plenty of those!,Oooh I get plenty
3632,0,Hui xin is in da lib.,Hui xin da lib
3633,0,Its a big difference.  &lt;#&gt;  versus  &lt;#&gt;  every  &lt;#&gt; hrs,Its big difference lt gt versus lt gt every lt gt hr
3634,0,"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life.",It make cry It stuff happen top everything else push edge You underdtand often cry sorry sorry life
3635,0,"\ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXXLOVE U LOCAXX\""""",ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT BOTH TRY CHEER UP NOT FIT SOO MUCHXXLOVE U LOCAXX
3636,0,You know what hook up means right?,You know hook mean right
3637,1,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622",Customer service announcement We recently try make delivery unable please call 07090298926 schedule Ref 9307622
3638,0,Wat's da model num of ur phone?,Wat da model num ur phone
3639,0,He's really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes,He really skateboard despite fact get throw wind bandage shit arm every five minute
3640,1,"You can stop further club tones by replying \STOP MIX\"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL",You stop club tone reply STOP MIX See tone com enjoy html term Club tone cost GBP4 50 week MFL
3641,0,My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...,My house e sky quite dark liao If rain get excuse 2 run already rite Hee
3642,0,"Sorry, left phone upstairs. OK, might be hectic but would be all my birds with one fell swoop. It's a date.",Sorry leave phone upstairs OK might hectic would bird one fell swoop It date
3643,0,* Thought I didn't see you.,Thought I see
3644,1,wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp å£1.50/msg.,wamma get lay want real doggin location send direct mobile join UKs large dog network txt dog 69696 nyt ec2a 3lp 1 50 msg
3645,0,Carlos says we can pick up from him later so yeah we're set,Carlos say pick later yeah set
3646,0,"Hey babe, my friend had to cancel, still up for a visit ?",Hey babe friend cancel still visit
3647,0,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,As per request Maangalyam Alaipayuthe set callertune Callers Press 9 copy friend Callertune
3648,0,Hmm ill have to think about it... ok you're forgiven! =D,Hmm ill think ok forgiven D
3649,0,"We are hoping to get away by 7, from Langport. You still up for town tonight?",We hop get away 7 Langport You still town tonight
3650,0,Want to send me a virtual hug?... I need one,Want send virtual hug I need one
3651,0,"Probably not, still going over some stuff here",Probably still go stuff
3652,0,It has issues right now. Ill fix for her by tomorrow.,It issue right Ill fix tomorrow
3653,0,Why i come in between you people,Why come people
3654,0,Senthil group company Apnt 5pm.,Senthil group company Apnt 5pm
3655,0,Oh really?? Did you make it on air? What's your talent?,Oh really Did make air What talent
3656,0,Studying. But i.ll be free next weekend.,Studying But free next weekend
3657,0,R u here yet? I'm wearing blue shirt n black pants.,R u yet I wear blue shirt n black pant
3658,0,Wait.i will come out.. &lt;#&gt;  min:),Wait come lt gt min
3659,0,I will reach ur home in  &lt;#&gt;  minutes,I reach ur home lt gt minute
3660,0,Well then you have a great weekend!,Well great weekend
3661,0,"What are you doing in langport? Sorry, but I'll probably be in bed by 9pm. It sucks being ill at xmas! When do you and go2sri lanka? ",What langport Sorry I probably bed 9pm It suck ill xmas When go2sri lanka
3662,0,"Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... \ I will be with YOU \"" Wherevr.. Whenevr.. Forevr... Gudnyt dear..""",Frnd juz word merely relationship silent promise say I YOU Wherevr Whenevr Forevr Gudnyt dear
3663,0,Huh? 6 also cannot? Then only how many mistakes?,Huh 6 also Then many mistake
3664,0,Ha... U jus ate honey ar? So sweet...,Ha U jus ate honey ar So sweet
3665,0,I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u,I turn phone My mom tell everyone I cancer And sister stop call It hurt talk Can put See u u get home Love u
3666,0,"Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you, boytoy ... *smacks your ass* Did you go to the gym too ?",Honey Sweetheart Darling Sexy buns Sugar plum Loverboy I miss boytoy smack as Did go gym
3667,0,Thanks for loving me so. You rock,Thanks love You rock
3668,0,Yeah imma come over cause jay wants to do some drugs,Yeah imma come cause jay want drug
3669,0,Ok thanx... Take care then...,Ok thanx Take care
3670,0,Yup. Thk of u oso boring wat.,Yup Thk u oso boring wat
3671,0," came to look at the flat, seems ok, in his 50s? * Is away alot wiv work. Got woman coming at 6.30 too.",come look flat seem ok 50 Is away alot wiv work Got woman come 6 30
3672,0,Moji just informed me that you saved our lives. Thanks.,Moji inform save life Thanks
3673,1,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,You Nokia 7250i This get win FREE auction To take part send Nokia 86021 HG Suite342 2Lands Row W1JHL 16
3674,0,Whos this am in class:-),Whos class
3675,0,Hey r Ì_ still online? I've finished the formatting...,Hey r still online I finish formatting
3676,0,Great! So what attracts you to the brothas?,Great So attract brothas
3677,1,Promotion Number: 8714714 - UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 å£1.50perWKsub,Promotion Number 8714714 UR award City Break could WIN 200 Summer Shopping spree every WK Txt STORE 88039 SkilGme TsCs087147403231Winawk Age16 1 50perWKsub
3678,0,Stupid.its not possible,Stupid possible
3679,0,I cant pick the phone right now. Pls send a message,I cant pick phone right Pls send message
3680,0,LOL what happens in Vegas stays in vegas,LOL happen Vegas stay vega
3681,0,"Hello, hello, hi lou sorry it took so long 2 reply- I left mobile at friends in Lancaster, just got it bak Neway im sorry I couldnåÕt make ur båÕday 2 hun!",Hello hello hi lou sorry take long 2 reply I leave mobile friend Lancaster get bak Neway im sorry I make ur b day 2 hun
3682,0,When did i use soc... I use it only at home... ÌÏ dunno how 2 type it in word ar...,When use soc I use home dunno 2 type word ar
3683,0,Dad says hurry the hell up,Dad say hurry hell
3684,0,Wake me up at  &lt;#&gt;  am morning:),Wake lt gt morning
3685,0,"I get out of class in bsn in like  &lt;#&gt;  minutes, you know where advising is?",I get class bsn like lt gt minute know advising
3686,0,Great! I shoot big loads so get ready!,Great I shoot big load get ready
3687,0,I'll meet you in the lobby,I meet lobby
3688,0,You still coming tonight?,You still come tonight
3689,0,What happen dear tell me,What happen dear tell
3690,0,"Sir, i am waiting for your call, once free please call me.",Sir wait call free please call
3691,0,No i am not having not any movies in my laptop,No movie laptop
3692,0,I was about to do it when i texted. I finished a long time ago and showered and er'ything!,I texted I finish long time ago shower er ything
3693,0,Ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly! Love me xxx,Ok im sure time finish tomorrow wan na spend evening cos would vewy vewy lubly Love xxx
3694,0,"Hello, As per request from  &lt;#&gt;  Rs.5 has been transfered to you",Hello As per request lt gt Rs 5 transfer
3695,0,I am in tirupur.  call you da.,I tirupur call da
3696,1,You are a winner you have been specially selected to receive å£1000 cash or a å£2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p,You winner specially select receive 1000 cash 2000 award Speak live operator claim call 087147123779am 7pm Cost 10p
3697,0,S:)but he had some luck.2 catches put down:),S luck 2 catch put
3698,0,How i noe... Did Ì_ specify da domain as nusstu... ÌÏ still in sch...,How noe Did specify da domain nusstu still sch
3699,0,Oh...i asked for fun. Haha...take care. Ì_,Oh ask fun Haha take care
3700,0,Shall i get my pouch?,Shall get pouch
3701,0,Hey loverboy! I love you !! I had to tell ... I look at your picture and ache to feel you between my legs ... Fuck I want you ... I need you ... I crave you .,Hey loverboy I love I tell I look picture ache feel legs Fuck I want I need I crave
3702,0,"How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?",How boy No sweet word leave morning sigh How go day love Did start study
3703,0,Kent vale lor... ÌÏ wait 4 me there ar?,Kent vale lor wait 4 ar
3704,0,Ok. Very good. Its all about making that money.,Ok Very good Its make money
